ko,en,ko_len,en_len
"그러나 대다수 정부기관은 업무를 계속 했다.
","But many government buildings remained open.
",25,45
"과 전역에서 도착한 생일 축전을 받았다”고 말했다.
","""She had a 9-foot birthday cake, and she had letters ... from people all over the country,"" McMeen said.
",29,105
"캠벨은 인터뷰에 응하지 않은 채 경찰서를 나섰다.
","She arrived at the police station Thursday in a chauffeur-driven Mercedes.
",28,75
"이런 가운데 지진이 일어난 지역의 병원도 파손됐다.
","It was unclear exactly how many people were injured or the severity of their injuries, Olli Tynes, a journalist with Reykjavik's Channel 2, told CNN.
",29,150
"타인스는 지진 발생 지역의 주민들을 인터뷰했다.
","Tynes said he has been speaking to residents of the towns closest to the epicenter.
",27,84
"베트남에 나머지 자바코뿔소가 살고 있다.
","The remainder live in Vietnam.
",23,31
"자신도 모르게 구직에 방해되는 25가지 요소가 있다.
","Here are 25 ways you might be unknowingly sabotaging your own job search:
",30,74
"구직 첫 단계
","The first steps
",8,16
"1.자신의 성과를 계속 기록하지 않는 것
","1. Not keeping track of your accomplishments
",23,45
"2.이전 회사에서 자신에 대한 나쁜 평가를 남기는 것
","2. Leaving on a bad note
",30,25
"3.인맥을 두루 갖춰놓지 못하는 것
","3. Not networking
",20,18
"4.온라인 구직 사이트만 검색하는 것
","4. Only using the Internet
",21,27
"5.완벽한 직장만 찾는 것
","5. Only searching for the perfect job
",15,38
"이력서와 자기 소개서
","sum&eacute; and cover letter
",12,29
"6.포괄적인 내용의 자기 소개서
","6. Writing a generic cover letter
",18,34
"7.오탈자 미확인
","7. Typos
",10,9
"8.자신의 연락처에 현 직장 정보를 적는 것.
","8. Including your current work info as the best place to contact you
",26,69
"10.특정 직무를 목표로 작성되지 않은 이력서
","10. Not targeting your r&eacute; sum&eacute; to the position
",26,61
"면접
","The interview
",3,14
"11.지각
","11. Showing up late
",6,20
"12.직장에 어울리지 않은 옷차림
","12. Dressing for the wrong job
",19,31
"13.질문을 하지 않는 것
","13. Not asking questions
",15,25
"14.전 회사 직장 상사 헐뜯기
","14. Badmouthing a former boss
",18,30
"15.면접 질문에 집중하지 않는 것
","15. Not paying attention
",20,25
"16.자신의 직무에 대해 조사하지 않는 것
","16. Not researching the position
",24,33
"17.지원한 회사에 대해 조사하지 않는 것
","17. Not researching the company
",24,32
"18.일반적인 에티켓을 지키지 않는 것.
","18. Forgetting common etiquette
",23,32
"20.월급 이야기를 일찍 꺼내는 것
","20. Bringing up salary too soon
",20,32
"면접 이후
","After the interview
",6,20
"21.고맙다는 인사를 하지 않는 것.
","21. Not sending a thank-you note
",21,33
"23.자신의 실수에서 대해 깨닫지 못하는 것
","23. Not learning from your mistakes
",25,36
"또 클린턴보다는 대의원 수가 198명 많다.
","By CNN's count, Obama is 48 delegates shy of the 2,026 needed to clinch the Democratic presidential nomination and 198 delegates ahead of Clinton.
",25,147
"콜롬비아 전역에 3개월 동안 호우가 쏟아졌다.
","The downpour has been thrashing the country for three months.
",26,62
"정부당국은 예방 조치를 취하고 있다.
","Government officials were taking precautions.
",21,46
"그러나 콜롬비아는 더 많은 어려움에 대비하고 있다.
","But Colombians are preparing for more difficulty:
",29,50
"기상청은 앞으로 3주간 비가 더 올 것으로 예상했다.
","Meteorologists predict more rain across much of the country in the next three weeks.
",30,85
"농업단체는 이날 집회에 수십명이 참여했다고 전했다.
","The protest drew hundreds of thousands of people, the group said.
",29,66
"-캐주얼 스타일-
","Casual style
",10,13
"디아즈는 진지해지려고 하지 않는다.
","Diaz doesn't strive to be taken seriously.
",20,43
"그가 인터뷰때 입은 의상도 컨셉이 없었다.
","I want to feel like I can go anywhere, whatever I'm wearing.
",24,61
"-남자들-
","Men
",6,4
"그는 자신이 계획한 대로 되지 않았다고 말한다.
","Not that her life has gone exactly as planned.
",27,47
"-가족-
","Family
",5,7
"이번 하락폭은 지난 3월 31일 이후 최대치이다.
","Tuesday's drop was oil's biggest one-day decline since March 31.
",28,65
"육아보다 즐겁지 않은 일에는 가사, 출퇴근이 있었다.
","And kid care rates only slightly higher than housework, working, or commuting!
",30,79
"행복의 역설
","The happiness paradox
",7,22
"-스트레스를 받고 있음을 인정하기
","-Admit when you're stressed
",19,28
"-충분한 수면
","-Get enough sleep
",8,18
"-순간순간을 즐기기
","- Savor the moment
",11,19
"-장기적인 안목을 가지기
","- Take the long view
",14,21
"- 배우자와의 관계를 다시 돈독하게 하기
","- Reconnect with your spouse
",23,29
"- 감사한 마음을 가지기
","- Say thanks
",14,13
"영국에서 디젤연료 평균가격은 리터당 1.28파운드.
","Diesel now costs on average &pound; 1.28 ($2.52) a liter in the UK.
",29,68
"결혼식은 새로운 시작을 축하는 시간이란 생각이 든다.
","(CNN) Weddings are supposed to be a time to celebrate new beginnings.
",30,70
"심지어 결혼식 전엔 노윅은 친구와 관계가 확고했었다.
","Even before the wedding, Nowick says their relationship had been ""rocky.
",30,73
"그는 그때까지 결혼하는 친구를 응원했다.
","Still, she wanted to support her friend on her special day.
",23,60
"이날 시위자들은 매케인의 연설을 4차례나 중단시켰다.
","Protesters interrupted McCain's speech four times.
",30,51
"그는 자전거로 통근하는 것을 좋아한다.
","I feel like I'm getting more out of my days.
",22,45
"지금은 변화가 필요한 시점”이라고 말했다.
","It's time for a change.
",24,24
"수치여사는 1991년 노벨 평화상을 수상했다.
","Suu Kyi won the Nobel Peace Prize in 1991.
",26,43
"수치여사는 미얀마 독립운동가 아웅산 장군의 딸이다.
","Suu Kyi is the daughter of the country's martyred independence leader, Gen. Aung San.
",29,86
"폴락은 아카데미상과도 인연이 많았다.
","Pollack was no stranger to the Academy Awards.
",21,47
"전갈은 월마트 직원에 의해 잡혔다.
","It was captured by Wal-Mart employees.
",20,39
"짐바브웨 대선은 3월 29일 실시됐다.
","The first election was March 29.
",22,33
"여기 여름 동안 할 수 있는 몇 가지 일자리가 있다.
","Here are some positions to consider as you head out on your summer job hunt:
",30,77
"1. 육아 보육 일반직
","1. Childcare workers
",13,21
"2. 레스토랑 점원
","2. Restaurant servers
",11,22
"3. 판매원
","3. Sales associates
",7,20
"4. 구조대원
","4. Lifeguards
",8,14
"가장 최고의 피서지는 수영장과 물놀이 공원이다.
","The best refuge from the sun is a day at the pool or water park.
",27,65
"5. 사무 보조원
","5. Office assistants
",10,21
"6. 호텔 및 리조트 직원
","6. Hotel and resort staff
",15,26
"7. 유원지 시설 보조원
","7. Amusement park attendants
",14,29
"우리는 이것을 바로잡아야 한다”고 강조했다.
","Oh my goodness, we have to cover this up '
",25,43
"미켈슨은 나무 사이 에서 샷을 해야 했다.
","Instead, it was the 140-yard wedge from heavy rough that set it up:
",24,68
"이번 샷이 미켈슨의 최고의 샷 중 하나였을까?
","One of Mickelson's best shots ever?
",26,36
"이 영화는 산드라 코르벨로니의 데뷔작이다.
","It was her first role in a feature film.
",24,41
"그는 납세 신고서 직업란에 ‘경영자’라고 서명했다.
","On the return, she listed her occupation as ¡°executive.
",29,57
"일부 뉴욕 관광객들은.
","Some New York tourists are eager to see the city's other landmarks:
",13,68
"경찰은 모두 2가지의 질문을 그에게 던졌다.
","It turned out the response to the second question would help Williams resolve the first:
",25,89
"필립스 전자 NV가 3D TV를 개발했다고 발표했다.
","EINDHOVEN, Netherlands (CNN) Philips Electronics NV says it has developed a three-dimensional television.
",30,106
"비타민 C의 경우 복용 즉시 우리 몸이 흡수한다.
","Some nutrients, such as vitamin C, are put to work immediately by the body in the form in which they are consumed.
",28,115
"반면 비타민 D의 경우 그 작용이 조금 복잡하다.
","Vitamin D, however, requires processing.
",28,41
"음식
","Food
",3,5
"비타민 D를 많이 함유하고 식품을 찾기는 쉽지 않다.
","Foods naturally rich in vitamin D are scarce.
",30,46
"해산물은 비타민 D가 가장 풍부한 식품 중 하나다.
","Seafood options top the list
",29,29
"햇빛
","Sunlight
",3,9
"보조식품
","Source 3: Supplements
",5,22
"열쇠는 효능이 좋은 비타민제를 구입하는 것이다.
","The key is buying the right type of supplement.
",27,48
"이스라엘군은 폭격기를 동원해 이들 트럭을 파괴시켰다.
","Israeli aircraft struck a car that also was involved in the attack.
",30,68
"포셀라는 다음 선거에 출마하지 않겠다는 뜻을 전했다.
","Fossella has said he will not seek re-election.
",30,48
"FRB는 올해 경제성장 전망치를 하향 조정했다.
","The Fed lowered its economic growth forecast for the year.
",27,59
"현재 중국에서도 헬로키티 열풍이 일고 있다.
","In China, Kitty-fever has already broken out.
",25,46
"이것은 태양계의 주에너지원이다.
","Its heat powers the solar system.
",18,34
"또 이것이 제공하는 빛은 지구에 생명을 불러일으켰다.
","Its light makes life on Earth possible.
",30,40
"태양은 어떤 의미에서든 하나의 슈퍼스타다.
","The sun is, in every sense of the word, a superstar.
",24,53
"유투브는 구글의 자회사다.
","YouTube is a subsidiary of Google Inc.
",15,39
"한편 로딕은 2003 US 오픈을 제패했다.
","Roddick won his only Grand Slam title at the 2003 U.S. Open.
",25,61
"프랑스 오픈은 오는 25일 개막한다.
","The French Open starts on Sunday.
",21,34
"구조대원조차도 수색작업을 잠깐 멈추며 묵념을 했다.
","Even rescue workers paused from the job of clearing debris and searching for survivors to mark the moment.
",29,107
"대다수 이민자들이 경찰서로 피신했다.
","Many have sought refuge at police stations.
",21,44
"자신에게 전문적인 일 관계가 더 이상 중요하지 않다.
","Your professional relationships don't matter anymore
",30,53
"자신의 업무 능력을 더 이상 발휘하고 싶지 않다.
","The quality of your work isn't want it used to be
",28,50
"허탈감을 타계하는 몇 가지 방법이 있다.
","Here are some other ways to beat burnout:
",23,42
"계획을 세운다.
","Have a plan.
",9,13
"부상자중 민간인 2명은 중태며 1명은 경상을 입었다.
","Two of the civilians were critically wounded; the rest were not seriously hurt.
",30,80
"마단은 아프가니스탄과 접경한 부족지역이다.
","The province is part of Pakistan¡¯s tribal regions along the border with Afghanistan.
",24,86
